Location,Latitude,Longitude,Comb
People’S Park Complex (1 Park Road),1.2841977,103.8425488,"1.2841977,103.8425488"
Trivex (8 Burn Road),1.3357997,103.8851476,"1.3357997,103.8851476"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Universal Studios Singapore (8 Sentosa Gateway),1.2540421,103.8238084,"1.2540421,103.8238084"
Changi Airport Terminal 1 (80 Airport Boulevard) ,1.3620259,103.9901397,"1.3620259,103.9901397"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Tekka Centre (Bukit Timah Road),1.306251,103.850654,"1.306251,103.850654"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
West Mall (1 Bukit Batok Central Link),1.3500565,103.749223,"1.3500565,103.749223"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Harbourfront Centre (1 Maritime Square),1.2643389,103.8201453,"1.2643389,103.8201453"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Queensway Shopping Centre (1 Queensway),1.2874288,103.8035341,"1.2874288,103.8035341"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Nex (23 Serangoon Central),1.3507723,103.8722585,"1.3507723,103.8722585"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Haniffa Pte Ltd (118 Dunlop Street),1.3058666,103.8526292,"1.3058666,103.8526292"
The Spread (15 Kent Ridge Drive),1.2925496,103.7744759,"1.2925496,103.7744759"
Queensway Shopping Centre (1 Queensway),1.2874288,103.8035341,"1.2874288,103.8035341"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
Hougang Mall (90 Hougang Avenue 10),1.3725894,103.8937225,"1.3725894,103.8937225"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
Lau Pa Sat (18 Raffles Quay),1.280684,103.8504436,"1.280684,103.8504436"
The Spread (15 Kent Ridge Drive),1.2925496,103.7744759,"1.2925496,103.7744759"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Tiong Bahru Plaza (302 Tiong Bahru Road),1.2865081,103.8277527,"1.2865081,103.8277527"
Sim Lim Square (1 Rochor Canal Road),1.3030433,103.8529208,"1.3030433,103.8529208"
Queensway Shopping Centre (1 Queensway),1.2874288,103.8035341,"1.2874288,103.8035341"
Uob Branch - Hougang Mrt Branch (80 Hougang Central),1.371986,103.8919648,"1.371986,103.8919648"
The Clementi Mall (3155 Commonwealth Avenue West),1.314918,103.7643089,"1.314918,103.7643089"
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Queensway Shopping Centre (1 Queensway),1.2874288,103.8035341,"1.2874288,103.8035341"
The Spread (15 Kent Ridge Drive),1.2925496,103.7744759,"1.2925496,103.7744759"
Ikea Tampines (60 Tampines North Drive 2),1.374177,103.9322926,"1.374177,103.9322926"
Hougang Mall (90 Hougang Avenue 10),1.3725894,103.8937225,"1.3725894,103.8937225"
Liat Towers (541 Orchard Road),1.3051925,103.8305905,"1.3051925,103.8305905"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Woodlands Civic Centre (900 South Woodlands Drive),1.4349053,103.78678,"1.4349053,103.78678"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Geylang Serai Malay Market And Food Centre (1 Geylang Serai),1.3167284,103.8982767,"1.3167284,103.8982767"
Yaleju-Tong Bei Huo Guo Pte Ltd (149 Geylang Road),1.3112744,103.8742589,"1.3112744,103.8742589"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Chinatown Complex Food Centre (335 Smith Street),1.2825863,103.8430923,"1.2825863,103.8430923"
Mei Heong Yuen Dessert (63-67 Temple Street),1.2832566,103.8432207,"1.2832566,103.8432207"
Suntec City (3 Temasek Boulevard),1.29503,103.8583026,"1.29503,103.8583026"
Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),1.3449985,103.7310327,"1.3449985,103.7310327"
Zhang Liang Mala Tang (3 Pickering Street),1.2844029,103.8472474,"1.2844029,103.8472474"
Yuan Yuan Café (26 New Upper Changi Road),1.3234722,103.9342279,"1.3234722,103.9342279"
Giant Express Edgefield Plains (671 Edgefield Plains),1.4055424,103.9120071,"1.4055424,103.9120071"
Nanyang Technological University North Spine Plaza (76 Nanyang Drive),1.347064,103.6808217,"1.347064,103.6808217"
Bras Basah Complex (231 Bain Street),1.2966145,103.8540002,"1.2966145,103.8540002"
Vivocity (1 Harbourfront Walk),1.264671355,103.82225,"1.2646713546515354, 103.82225001279743"
Fairprice Hub (1 Joo Koon Circle),1.3262422,103.6783524,"1.3262422,103.6783524"
Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),1.3449985,103.7310327,"1.3449985,103.7310327"
Vision Exchange (2 Venture Drive),1.330109,103.744756,"1.330109,103.744756"
The Pinnacle @ Duxton (1 Cantonment Road),1.2769228,103.841196,"1.2769228,103.841196"
Wheelock Place (501 Orchard Road),1.3047145,103.8305375,"1.3047145,103.8305375"
The Seletar Mall (33 Sengkang West Avenue),1.3915208,103.8760834,"1.3915208,103.8760834"
Jewel Changi Airport (78 Airport Boulevard),1.3602082,103.9897593,"1.3602082,103.9897593"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Nex (23 Serangoon Central),1.3507723,103.8722585,"1.3507723,103.8722585"
Wheelock Place (501 Orchard Road),1.3047145,103.8305375,"1.3047145,103.8305375"
Changi Airport Terminal 1 (80 Changi Boulevard) Transit Area,1.3644202,103.9893421,"1.3644202,103.9893421"
Raimah Eating House (56 Jalan Kembangan),1.3224271,103.9138789,"1.3224271,103.9138789"
Nanyang Technological University North Spine Plaza (50 Nanyang Avenue),1.347064,103.6808217,"1.347064,103.6808217"
27A Coffee (9 Lorong 27A Geylang),1.3137861,103.8845184,"1.3137861,103.8845184"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
E!Hub @ Downtown East (1 Pasir Ris Close),1.3764492,103.9558526,"1.3764492,103.9558526"
Paya Lebar Square (60 Paya Lebar Road),1.3187949,103.8927472,"1.3187949,103.8927472"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
Nex (23 Serangoon Central),1.3507723,103.8722585,"1.3507723,103.8722585"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Nanyang Technological University School Of Biological Sciences (60 Nanyang Drive),1.34468,103.6789743,"1.34468,103.6789743"
Raffles Holland V Mall (118 Holland Avenue),1.3105584,103.7961823,"1.3105584,103.7961823"
Geylang Serai Malay Market And Food Centre (1 Geylang Serai),1.3167284,103.8982767,"1.3167284,103.8982767"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Gardens By The Bay (18 Marina Gardens Drive),1.281825727,103.8635703,"1.2818257267026618, 103.86357028210728"
Vivocity (1 Harbourfront Walk),1.264617724,103.8221642,"1.2646177235390001, 103.82216418210727"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Amk Hub (53 Ang Mo Kio Avenue 3),1.36953,103.8484398,"1.36953,103.8484398"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Vivocity (1 Harbourfront Walk),1.264617724,103.8221642,"1.2646177235390001, 103.82216418210727"
Fairprice Geylang Lorong (612/620 Geylang Lorong 38),1.3142372,103.8884233,"1.3142372,103.8884233"
Ica Building (10 Kallang Road),1.3068021,103.862769,"1.3068021,103.862769"
Gardens By The Bay (18 Marina Gardens Drive),1.281825727,103.8635703,"1.2818257267026618, 103.86357028210728"
Jewel Changi Airport (78 Airport Boulevard),1.3602082,103.9897593,"1.3602082,103.9897593"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),1.3082405,103.8858445,"1.3082405,103.8858445"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Eco-Shop@Bedok (206 Bedok North Street 1),1.3266355,103.9310848,"1.3266355,103.9310848"
Pasir Ris Sports Complex (120 Pasir Ris Central Street 3),1.3740876,103.9519247,"1.3740876,103.9519247"
Fly Salon (6 Eunos Crescent),1.321577045,103.904144,"1.3215770446668789, 103.90414396676226"
Wisma Atria (435 Orchard Road),1.3037148,103.8332642,"1.3037148,103.8332642"
Hanshan Money Express (1 Park Road),1.284095,103.8425309,"1.284095,103.8425309"
S-11 Amk 530 Food House (530 Ang Mo Kio Avenue 10),1.3728535,103.8555143,"1.3728535,103.8555143"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Don Dae Bak Restaurant (35 Kreta Ayer Road),1.2808029,103.8422219,"1.2808029,103.8422219"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Skyline Luge Sentosa (1 Imbiah Road),1.2549696,103.8173674,"1.2549696,103.8173674"
Our Tampines Hub (1 Tampines Walk),1.3536067,103.9403839,"1.3536067,103.9403839"
Wisma Atria (435 Orchard Road),1.3037148,103.8332642,"1.3037148,103.8332642"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Wisma Atria (435 Orchard Road),1.3037148,103.8332642,"1.3037148,103.8332642"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Paragon (290 Orchard Road),1.3039633,103.8360565,"1.3039633,103.8360565"
The Heeren (260 Orchard Road),1.302719,103.8374255,"1.302719,103.8374255"
Far East Plaza (14 Scotts Road),1.3075525,103.8336867,"1.3075525,103.8336867"
Ngee Ann City (391A Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Ngee Ann City (391A Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Vivocity (1 Harbourfront Walk),1.264671355,103.8221427,"1.2646713546515354, 103.82214272443473"
Far East Shopping Centre (545 Orchard Road),1.3056083,103.8300571,"1.3056083,103.8300571"
Vivocity (1 Harbourfront Walk),1.264671355,103.8221427,"1.2646713546515354, 103.82214272443473"
The Centrepoint (176 Orchard Road),1.3015383,103.8401372,"1.3015383,103.8401372"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Universal Studios Singapore (8 Sentosa Gateway),1.2540421,103.8238084,"1.2540421,103.8238084"
Geylang Serai Malay Market And Food Centre (1 Geylang Serai),1.3167284,103.8982767,"1.3167284,103.8982767"
Joo Chiat Complex (2 Joo Chiat Road),1.3156995,103.8989007,"1.3156995,103.8989007"
Orchard Central (181 Orchard Road),1.3006295,103.8398742,"1.3006295,103.8398742"
Baby Expo Warehouse Sales (1 Jalan Wangi),1.3299237,103.8742713,"1.3299237,103.8742713"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Elias Mall (623 Elias Road),1.3783052,103.9418722,"1.3783052,103.9418722"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Koufu (2 Ang Mo Kio Drive),1.3767154,103.8566827,"1.3767154,103.8566827"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Joo Chiat Complex (1 Joo Chiat Road),1.3156995,103.8989007,"1.3156995,103.8989007"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Geylang Serai Malay Market And Food Centre (1 Geylang Serai),1.3167284,103.8982767,"1.3167284,103.8982767"
Georges By The Bay (500 New Punggol Road),1.4208268,103.9123599,"1.4208268,103.9123599"
Singapore Changi Airport (Airport Boulevard),1.3498308,103.9852955,"1.3498308,103.9852955"
Teng Sheng (2 Ang Mo Kio Drive),1.3785577,103.8571197,"1.3785577,103.8571197"
Kuan Kuan Gan Guo (38 Mosque Street),1.2837474,103.8450369,"1.2837474,103.8450369"
Trivex (8 Burn Road),1.3357997,103.8851476,"1.3357997,103.8851476"
West Mall (1 Bukit Batok Central Link),1.3500565,103.749223,"1.3500565,103.749223"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
Serangoon Gardens Country Club (22 Kensington Park Road),1.3669408,103.8669109,"1.3669408,103.8669109"
Harry’S Tai Seng (18 Tai Seng Street),1.3362196,103.8890825,"1.3362196,103.8890825"
Mcdonald’S Bukit Batok (632 Bukit Batok Central),1.3496047,103.7502889,"1.3496047,103.7502889"
Block 4A Jalan Batu Hawker Centre (4A Jalan Batu),1.3021706,103.8838834,"1.3021706,103.8838834"
All India Supermart Pte Ltd (41 Norris Road),1.3080427,103.8541555,"1.3080427,103.8541555"
The Countryside Café (71 Dunlop Street),1.3050028,103.8534447,"1.3050028,103.8534447"
Arthesdam Jewellery Pte Ltd (95 Serangoon Road),1.3069234,103.8519758,"1.3069234,103.8519758"
Jurong West 505 Market & Food Centre (505 Jurong West Street 52),1.3498657,103.7181654,"1.3498657,103.7181654"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Yuhua Market & Hawker Centre (347 Jurong East Avenue 1),1.3449985,103.7310327,"1.3449985,103.7310327"
888 Plaza (888 Woodlands Drive 50),1.4371813,103.795289,"1.4371813,103.795289"
Bukit Timah Market & Food Centre (51 Upper Bukit Timah Road),1.3394069,103.776049,"1.3394069,103.776049"
Bukit Panjang Plaza (1 Jelebu Road),1.3800396,103.7642339,"1.3800396,103.7642339"
Guoco Tower (7 Wallich Street),1.2769313,103.8456194,"1.2769313,103.8456194"
111 Somerset (111 Somerset Road),1.3001685,103.8372952,"1.3001685,103.8372952"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Newton Food Centre (500 Clemenceau Avenue North),1.3120796,103.8395597,"1.3120796,103.8395597"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Bukit Panjang Plaza (1 Jelebu Road),1.3800396,103.7642339,"1.3800396,103.7642339"
Bukit Panjang Plaza (1 Jelebu Road),1.3800396,103.7642339,"1.3800396,103.7642339"
Bukit Batok Activesg Gym (2 Bukit Batok Street 22),1.3444985,103.7479281,"1.3444985,103.7479281"
Warren Golf & Country Club (81 Choa Chu Kang Way),1.3840505,103.7365811,"1.3840505,103.7365811"
Sheng Siong Supermarket (61 Teban Gardens Road),1.3219848,103.738429,"1.3219848,103.738429"
Food Paradise (21 Bukit Batok Central),1.3499353,103.7477818,"1.3499353,103.7477818"
Tang Tea House (414 Jurong West Street 42),1.3527193,103.7263078,"1.3527193,103.7263078"
Sheng Siong Supermarket (200 Woodlands Industrial Park E7),1.4508933,103.7968967,"1.4508933,103.7968967"
West Mall (1 Bukit Batok Central Link),1.3500565,103.749223,"1.3500565,103.749223"
Evolution Hub (492 Jurong West Street 41),1.3501323,103.7245555,"1.3501323,103.7245555"
West Mall (1 Bukit Batok Central Link),1.3500565,103.749223,"1.3500565,103.749223"
Holy Tree Sri Balasubramaniar Temple (10 Yishun Industrial Park A),1.4418783,103.8317785,"1.4418783,103.8317785"
Fairprice Hub (1 Joo Koon Circle),1.3262422,103.6783524,"1.3262422,103.6783524"
"The Heart, Marina One Show Gallery (5 Straits View)",1.2777581,103.852778,"1.2777581,103.852778"
Wisma Atria (435 Orchard Road),1.3037148,103.8332642,"1.3037148,103.8332642"
Gek Poh Shopping Centre (762 Jurong West Street 75),1.3487594,103.6974711,"1.3487594,103.6974711"
Ikea Alexandra (317 Alexandra Road),1.2880072,103.8060273,"1.2880072,103.8060273"
Ng Ah Sio Bak Kut Teh (208 Rangoon Road),1.3176105,103.8528378,"1.3176105,103.8528378"
Bukit Panjang Integrated Transport Hub (15 Petir Road),1.3783857,103.7635192,"1.3783857,103.7635192"
Bugis Junction (200 Victoria Street),1.2988889,103.8555556,"1.2988889,103.8555556"
Sunshine Place (475 Choa Chu Kang Avenue 3),1.3780564,103.7391785,"1.3780564,103.7391785"
Ct Hub (2 Kallang Avenue),1.3123049,103.8630306,"1.3123049,103.8630306"
Myck (478 Tampines Street 44),1.361342,103.95368,"1.361342,103.95368"
Myck (478 Tampines Street 44),1.361342,103.95368,"1.361342,103.95368"
Bukit Panjang Integrated Transport Hub (15 Petir Road),1.3783857,103.7635192,"1.3783857,103.7635192"
Al-Sahira Restaurant (200 Jalan Sultan),1.3040821,103.8610322,"1.3040821,103.8610322"
Ananas Cafe (10 Choa Chu Kang Avenue 4),1.3777887,103.7349356,"1.3777887,103.7349356"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Ramada By Wyndham Singapore At Zhongshan Park (16 Ah Hood Road),1.3270456,103.8465073,"1.3270456,103.8465073"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Ramada By Wyndham Singapore At Zhongshan Park (16 Ah Hood Road),1.3270456,103.8465073,"1.3270456,103.8465073"
Funan Mall (107 North Bridge Road),1.2912647,103.8501932,"1.2912647,103.8501932"
Raffles City Shopping Centre (252 North Bridge Road),1.29401,103.8531473,"1.29401,103.8531473"
Tekka Centre (665 Buffalo Road),1.3063133,103.8502485,"1.3063133,103.8502485"
Changi Village Hawker Centre (2 Changi Village Road),1.3897557,103.98795,"1.3897557,103.98795"
B&S Mini Mart Pte Ltd (310 Geylang Road),1.3125245,103.8796129,"1.3125245,103.8796129"
Ramada By Wyndham Singapore At Zhongshan Park (16 Ah Hood Road),1.3270456,103.8465073,"1.3270456,103.8465073"
Orchardgateway (277 Orchard Road),1.300459,103.8393516,"1.300459,103.8393516"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Safra Yishun (60 Yishun Avenue 4),1.4242354,103.8409184,"1.4242354,103.8409184"
Joo Chiat Complex (1 Joo Chiat Road),1.3156995,103.8989007,"1.3156995,103.8989007"
Filmgarde Bugis+ (201 Victoria Street),1.2997944,103.8542708,"1.2997944,103.8542708"
"Activesg Gym At Fernvale Square (51A Sengkang West
Avenue)",1.3914468,103.873033,"1.3914468,103.873033"
Lecoq (25 Church Street),1.2838388,103.8488754,"1.2838388,103.8488754"
Pasir Ris West Plaza (735 Pasir Ris Street 72),1.3797981,103.9362665,"1.3797981,103.9362665"
Changi Village Hawker Centre (2 Changi Village Road),1.3897557,103.98795,"1.3897557,103.98795"
"Activesg Gym At Fernvale Square (51A Sengkang West
Ave)",1.3914468,103.873033,"1.3914468,103.873033"
G7 Sinma Live Seafood Restaurant (163 Geylang Road Lorong 3),1.3114003,103.8743999,"1.3114003,103.8743999"
313 Kpt Pte Ltd (313A Sembawang Drive),1.4443449,103.8214909,"1.4443449,103.8214909"
Seah Im Food Centre (2 Seah Im Road),1.2666342,103.819171,"1.2666342,103.819171"
Thasevi Food (239 Jalan Kayu),1.3963284,103.8729027,"1.3963284,103.8729027"
Vivocity (1 Harbourfront Walk),1.264671355,103.8221427,"1.2646713546515354, 103.82214272443473"
Lot One Shoppers’ Mall (21 Choa Chu Kang Avenue 4),1.3851169,103.7449142,"1.3851169,103.7449142"
Market Street Interim Hawker Centre (5 Cross Street),1.2818753,103.848938,"1.2818753,103.848938"
Sembawang Community Club (2125 Sembawang Road),1.4515741,103.8287353,"1.4515741,103.8287353"
Fairprice Jurong Gateway Road (135 Jurong Gateway Road),1.3338669,103.7403659,"1.3338669,103.7403659"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
"Activesg Gym At Fernvale Square (51A Sengkang West
Avenue)",1.3914468,103.873033,"1.3914468,103.873033"
Sheng Siong Supermarket (7 Jurong West Avenue 5),1.3489903,103.7034988,"1.3489903,103.7034988"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Icbc Jurong East Sub-Branch (130 Jurong Gateway Road),1.335,103.7391017,"1.335,103.7391017"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Albert Centre (270 Queen Street),1.3009027,103.8544385,"1.3009027,103.8544385"
Food Park – Lor Lew Lian (2 Lorong Lew Lian),1.3509167,103.8758729,"1.3509167,103.8758729"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
"Vivocity (1 Harbourfront Walk)
Fairprice Xtra",1.2644032,103.8222071,"1.2644032,103.8222071"
Fairprice Joo Chiat Complex (2 Joo Chiat Road),1.3153579,103.8984924,"1.3153579,103.8984924"
Tiong Bahru Plaza (298 Tiong Bahru Road),1.2864244,103.827346,"1.2864244,103.827346"
The Metropolis (9 North Buona Vista Drive),1.3059208,103.7915907,"1.3059208,103.7915907"
Suntec City (3 Temasek Boulevard),1.29503,103.8583026,"1.29503,103.8583026"
G7 Sinma Live Seafood Restaurant (163 Geylang Road Lorong 3),1.3114003,103.8743999,"1.3114003,103.8743999"
Resorts World Sentosa Casino (8 Sentosa Gateway),1.25648,103.8203764,"1.25648,103.8203764"
Golden Mile Complex (5001 Beach Road),1.3025969,103.8651887,"1.3025969,103.8651887"
Bukit Panjang Plaza (1 Jelebu Road),1.3800396,103.7642339,"1.3800396,103.7642339"
Bar Bar Black Sheep (86 Robertson Quay),1.2902284,103.8369757,"1.2902284,103.8369757"
Bugis+ (201 Victoria Street),1.2995955,103.8542191,"1.2995955,103.8542191"
Singpost Centre (10 Eunos Road 8),1.31889,103.8940546,"1.31889,103.8940546"
West Mall (1 Bukit Batok Central Link),1.3500565,103.749223,"1.3500565,103.749223"
Sheng Siong Supermarket (154A Bukit Batok West Avenue 8),1.3474063,103.7436727,"1.3474063,103.7436727"
Block 16 Bedok South Market & Food Centre (16 Bedok South Road),1.3206481,103.935054,"1.3206481,103.935054"
Spize Bedok (336 Bedok Road),1.3312882,103.9479517,"1.3312882,103.9479517"
Apple Orchard Road (270 Orchard Road),1.3028881,103.8363884,"1.3028881,103.8363884"
Mustafa Centre (145 Syed Alwi Road),1.309985,103.8554636,"1.309985,103.8554636"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Taman Jurong Shopping Centre (399 Yung Sheng Road),1.3342811,103.7203739,"1.3342811,103.7203739"
"Century Square (2 Tampines Central 5)
Nakhon Kitchen",1.3525992,103.943472,"1.3525992,103.943472"
Hao Mart (505 Canberra Link),1.4502688,103.8228497,"1.4502688,103.8228497"
Sheng Siong Supermarket (154A Bukit Batok West Avenue 8),1.3474063,103.7436727,"1.3474063,103.7436727"
The Panggung@Aroma Kampung Restaurant (2 Joo Chiat Complex),1.3378659,103.9129091,"1.3378659,103.9129091"
Relax & Comfort Reflexology Therapy (92 Lorong 4 Toa Payoh),1.3380293,103.8492665,"1.3380293,103.8492665"
Tang Plaza (310 Orchard Road),1.3047955,103.8329225,"1.3047955,103.8329225"
Northpoint City (930 Yishun Avenue 2),1.4293478,103.8358671,"1.4293478,103.8358671"
Bedok Point (799 New Upper Changi Road),1.3249396,103.9324355,"1.3249396,103.9324355"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Alsalam Restaurant (427 East Coast Road),1.3090709,103.9118835,"1.3090709,103.9118835"
Vivocity (1 Habourfront Walk),1.2644032,103.8222071,"1.2644032,103.8222071"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),1.3082405,103.8858445,"1.3082405,103.8858445"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
People’S Park Food Centre (32 New Market Road),1.2849976,103.8425556,"1.2849976,103.8425556"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Singapore Safety Driving Centre (2 Woodlands Industrial Park E4),1.4528393,103.7939018,"1.4528393,103.7939018"
The Guild (55 Keong Saik Road),1.2805431,103.8414802,"1.2805431,103.8414802"
Tang Plaza (310 Orchard Road),1.3047955,103.8329225,"1.3047955,103.8329225"
Fairprice Hub (1 Joo Koon Circle),1.3262422,103.6783524,"1.3262422,103.6783524"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Old Airport Road Food Centre & Shopping Mall (51 Old Airport Road),1.3082405,103.8858445,"1.3082405,103.8858445"
East Coast Lagoon Food Village (1220 East Coast Parkway),1.3069299,103.9349594,"1.3069299,103.9349594"
Funan Mall (107 North Bridge Road),1.2912647,103.8501932,"1.2912647,103.8501932"
Sim Lim Square (1 Rochor Canal Road),1.3030433,103.8529208,"1.3030433,103.8529208"
Wisma Atria (435 Orchard Road),1.3037148,103.8332642,"1.3037148,103.8332642"
Sheng Siong Supermarket (7 Jurong West Avenue 5),1.3489903,103.7034988,"1.3489903,103.7034988"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Kallang Wave Mall (1 Stadium Place),1.3032243,103.8728714,"1.3032243,103.8728714"
Marina Barrage (8 Marina Gardens Drive),1.280949153,103.8711749,"1.280949152947184, 103.87117494163374"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
The Daily Scoop (369 Sembawang Road),1.4269313,103.8260922,"1.4269313,103.8260922"
Nti Food Court (964 Jurong West Street 91),1.3419368,103.6925148,"1.3419368,103.6925148"
Albert Centre Market And Food Centre (270 Queen Street),1.3009027,103.8544385,"1.3009027,103.8544385"
Jurong Point (1 Jurong West Central 2),1.3397443,103.7067297,"1.3397443,103.7067297"
Jurong West 651 Food House Pte Ltd (651 Jurong West Street 61),1.3372994,103.6971522,"1.3372994,103.6971522"
Fu Chan Coffee Shop (Block 145 Teck Whye Avenue),1.3815138,103.752295,"1.3815138,103.752295"
Great World City (1 Kim Seng Promenade),1.2936417,103.8319293,"1.2936417,103.8319293"
Imm (2 Jurong East Street 21),1.3348154,103.7468395,"1.3348154,103.7468395"
Ion Orchard (2 Orchard Turn),1.3039288,103.8319512,"1.3039288,103.8319512"
